??,tot,sbi,bemp,act
1354,28,4,24,1
1355,28,5,23,1
1356,28,4,24,1
1357,28,4,24,1
1358,28,2,26,1
1359,28,2,26,1
1360,28,3,25,1
1361,28,5,23,1
1362,28,7,21,1
1363,28,7,21,1
1364,28,7,21,1
1365,28,7,21,1
1366,28,7,21,1
1367,28,6,22,1
1368,28,7,21,1
1369,28,5,23,1
1370,28,5,23,1
1371,28,4,24,1
1372,28,4,24,1
1373,28,4,24,1
1374,28,4,24,1
1375,28,6,22,1
1376,28,6,22,1
1377,28,5,23,1
1378,28,6,22,1
1379,28,6,22,1
1380,28,6.5,21.5,1
1381,28,7,21,1
1382,28,8,20,1
1383,28,12,16,1
1384,28,14,14,1
1385,28,17,11,1
1386,28,18,10,1
1387,28,20,8,1
1388,28,20,8,1
1389,28,21,7,1
1390,28,21,7,1
1391,28,21,7,1
1392,28,20,8,1
1393,28,19,9,1
1394,28,20,8,1
1395,28,19,9,1
1396,28,19.5,8.5,1
1397,28,20,8,1
1398,28,20,8,1
1399,28,21,7,1
1400,28,21,7,1
1401,28,21,7,1
1402,28,21,7,1
1403,28,22,6,1
1404,28,21,7,1
1405,28,21,7,1
1406,28,21,7,1
1407,28,21,7,1
1408,28,21,7,1
1409,28,21,7,1
1410,28,21,7,1
1411,28,23,5,1
1412,28,23,5,1
1413,28,23,5,1
1414,28,23,5,1
1415,28,23,5,1
1416,28,24,4,1
1417,28,24,4,1
1418,28,24,4,1
1419,28,24,4,1
1420,28,24,4,1
1421,28,21,7,1
1422,28,20,8,1
1423,28,20,8,1
1424,28,20,8,1
1425,28,20,8,1
1426,28,20,8,1
1427,28,19,9,1
1428,28,19,9,1
1429,28,20,8,1
1430,28,20,8,1
1431,28,21,7,1
1432,28,20,8,1
1433,28,20,8,1
1434,28,17,11,1
1435,28,17,11,1
1436,28,17,11,1
1437,28,17,11,1
1438,28,17,11,1
1439,28,18,10,1
